Title,Genres,Score,Popularity,Year
Heroine Tarumono!: Kiraware Heroine to Naisho no Oshigoto,"Drama, Music, Slice of Life",71.0,20490,2022
Fumetsu no Anata e Season 2,"Adventure, Drama, Fantasy, Psychological, Supernatural",79.0,79109,2022
Yuukoku no Moriarty OVA,"Drama, Mystery, Psychological, Thriller",77.0,13797,2022
Otome wa Boku ni Koishiteru: Mittsu no Kiraboshi - The Animation,"Drama, Romance",50.0,2048,2022
Abandon: 100 Nukishinai to Derarenai Fushigi na Kyoushitsu,Hentai,55.0,1054,2022
Kumichou Musume to Sewagakari,"Comedy, Slice of Life",77.0,66749,2022
Atasha Kawashiri Kodama da yo: Dangerous Lifehacker no Tadareta Seikatsu,Slice of Life,53.0,3257,2022
Mairimashita! Iruma-kun 3,"Comedy, Fantasy, Supernatural",78.0,52595,2022
Shadows House 2nd Season,"Fantasy, Horror, Mystery, Slice of Life, Supernatural",79.0,36974,2022
Cardfight!! Vanguard: will+Dress,"Action, Adventure",65.0,2089,2022
Kidou Senshi Gundam: Cucuruz Doan no Shima,"Mecha, Sci-Fi",73.0,4393,2022
Kidou Senshi Gundam: Suisei no Majo,"Action, Mecha, Sci-Fi",78.0,57013,2022
Black★★Rock Shooter: DAWN FALL,"Action, Sci-Fi",55.0,11418,2022
Boku ga Aishita Subete no Kimi e,"Romance, Sci-Fi",74.0,41348,2022
Kimi wo Aishita Hitori no Boku e,"Romance, Sci-Fi",73.0,38793,2022
Shinmai Renkinjutsushi no Tenpo Keiei,"Fantasy, Slice of Life",65.0,21123,2022
Tensei Shitara Slime Datta Ken: Guren no Kizuna-hen,"Action, Adventure, Comedy, Fantasy",77.0,78368,2022
Tensei Shitara Ken Deshita,"Action, Adventure, Fantasy",74.0,80851,2022
Kotarou wa Hitorigurashi,"Comedy, Drama, Slice of Life",82.0,49352,2022
TALES OF LUMINARIA: The Fateful Crossroad,"Adventure, Fantasy",58.0,2067,2022
Boku no Hero Academia 6,"Action, Adventure",82.0,192917,2022
Ame wo Tsugeru Hyouryuu Danchi,"Adventure, Drama, Mystery, Supernatural",73.0,25602,2022
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,"Action, Adventure, Fantasy, Romance",73.0,65027,2022
Puchi Seka,"Comedy, Music, Slice of Life",66.0,3075,2022
TRIBE NINE,"Action, Sci-Fi, Sports",56.0,14399,2022
Choujigen Game Neptune THE ANIMATION: Nepu Nepu Darake no Festival,"Action, Comedy, Sci-Fi, Supernatural",65.0,1854,2022
Akuyaku Reijou nano de Last Boss wo Kattemimashita,"Comedy, Fantasy, Romance, Supernatural",71.0,50610,2022
Meitantei Conan: Zero no Tea Time,"Action, Comedy, Drama, Slice of Life",68.0,4492,2022
Meitantei Conan: Hannin no Hanzawa-san,"Comedy, Mystery",69.0,4546,2022
Shadowverse Flame,Fantasy,64.0,2427,2022
Shin Tennis no Ouji-sama: U-17 WORLD CUP,"Action, Comedy, Sports",66.0,4097,2022
Himitsu no Kichi,Hentai,57.0,1526,2022
Sei Dorei Gakuen 2,Hentai,58.0,1012,2022
Kingdom 4th Season,Action,84.0,12603,2022
Kyonyuu Elf Oyako Saimin,Hentai,67.0,2736,2022
Akane wa Tsumare Somerareru,Hentai,63.0,3295,2022
Mob Psycho 100 III,"Action, Comedy, Drama, Psychological, Slice of Life, Supernatural",87.0,194676,2022
"Yuusha, Yamemasu","Action, Adventure, Comedy, Fantasy",69.0,80957,2022
Ryman's Club,"Drama, Sports",72.0,23812,2022
Love Live! Superstar!! 2nd Season,"Music, Slice of Life",75.0,12886,2022
Tokyo 24-ku,"Mystery, Sci-Fi",60.0,21746,2022
Arknights: Reimei Zensou,"Action, Fantasy",70.0,34251,2022
SHINE POST,Music,72.0,9265,2022
Kaitou Queen wa Circus ga Osuki,Mystery,55.0,1172,2022
Motto! Majime ni Fumajime Kaiketsu Zorori 3rd Season,"Adventure, Comedy",,274,2022
BIRDIE WING: Golf Girls' Story,"Drama, Slice of Life, Sports",73.0,23205,2022
Chiikawa,"Comedy, Slice of Life",70.0,2308,2022
Ero Ishi,Hentai,58.0,1158,2022
Irodorimidori,Music,54.0,3392,2022
SPY×FAMILY,"Action, Comedy, Slice of Life, Supernatural",84.0,425233,2022
Sword Art Online: Progressive - Kuraki Yuuyami no Scherzo,"Action, Adventure, Fantasy, Romance",76.0,47133,2022
Tomodachi Game,"Drama, Mystery, Psychological, Thriller",76.0,120307,2022
On Air Dekinai!,Comedy,47.0,725,2022
"3-byougo, Yajuu.: Goukon de Sumi ni Ita Kare wa Midara na Nikushoku deshita","Hentai, Romance, Slice of Life",53.0,1428,2022
Tonikaku Kawaii: Seifuku,"Comedy, Romance, Slice of Life",77.0,31105,2022
Kunoichi Tsubaki no Mune no Uchi,"Comedy, Supernatural",69.0,19586,2022
Kakegurui Twin,"Drama, Mystery, Psychological",71.0,40796,2022
Nanatsu no Taizai: Ensa no Edinburgh - Zenpen,"Action, Adventure, Comedy, Fantasy",61.0,11578,2022
"Otaku ni Yasashii Gal toka, Kyonyuu no Osananajimi toka.",Hentai,58.0,2134,2022
Yofukashi no Uta,"Comedy, Psychological, Romance, Slice of Life, Supernatural",79.0,184922,2022
Peter Grill to Kenja no Jikan: Super Extra,"Comedy, Ecchi, Fantasy",57.0,15870,2022
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2 - Eris no Goblin Toubatsu,"Adventure, Drama, Fantasy",78.0,61913,2022
Paripi Koumei,"Comedy, Drama, Music, Supernatural",80.0,86284,2022
Shoot! Goal to the Future,Sports,47.0,4733,2022
ONE PIECE FILM: RED,"Action, Adventure, Comedy, Drama, Fantasy, Music",78.0,58174,2022
Ensemble Stars!!: Road to Show!!,"Music, Slice of Life",66.0,2478,2022
"Fuufu Ijou, Koibito Miman.","Comedy, Drama, Ecchi, Romance",75.0,97560,2022
Yatogame-chan Kansatsu Nikki Yonsatsume,"Comedy, Slice of Life",60.0,2762,2022
Otomege Sekai wa Mob ni Kibishii Sekai desu,"Action, Fantasy, Mecha, Romance",71.0,84376,2022
Delicious Party♡Precure,"Action, Fantasy, Mahou Shoujo",66.0,4848,2022
Kami Kuzu☆Idol,"Comedy, Supernatural",66.0,7827,2022
Garden: Takamine-ke no Nirinka The Animation,Hentai,72.0,3070,2022
Kimi wa Yasashiku Netorareru The Animation,Hentai,58.0,1660,2022
Showtime! 2: Uta no Onee-san datte Shitai,"Hentai, Romance",65.0,1966,2022
ETERNITY MEMORIES,"Fantasy, Music, Slice of Life",67.0,1391,2022
Garugaku. II: Lucky Stars,"Comedy, Music",48.0,480,2022
Meitantei Conan: Halloween no Hanayome,"Action, Drama, Mystery",80.0,5069,2022
Eroriman,Hentai,59.0,1271,2022
Ninjala,"Action, Comedy, Sci-Fi",47.0,1083,2022
Kimetsu no Yaiba: Yuukaku-hen,"Action, Adventure, Fantasy, Supernatural",86.0,359700,2022
Golden Kamuy 4th Season,"Action, Adventure, Comedy",81.0,26408,2022
Boku no Hero Academia THE MOVIE: World Heroes' Mission - Tabidachi,"Action, Comedy",73.0,12204,2022
Bubble,"Romance, Sci-Fi, Sports, Supernatural",71.0,72192,2022
Yowamushi Pedal: LIMIT BREAK,"Comedy, Drama, Sports",73.0,6777,2022
Megaton-kyuu Musashi Season 2,Mecha,64.0,1494,2022
Crayon Shin-chan: Mononoke Ninja Chinpuuden,Comedy,69.0,985,2022
Koukyuu no Karasu,"Drama, Fantasy, Mystery, Supernatural",72.0,31070,2022
"Natsu e no Tunnel, Sayonara no Deguchi","Drama, Romance, Supernatural",78.0,64854,2022
Suzume no Tojimari,"Adventure, Fantasy, Mystery, Supernatural",82.0,137611,2022
Pocket Monsters (2019): Kami to Yobareshi Arceus,"Action, Adventure, Fantasy",66.0,3733,2022
Oshiri Tantei: SHIRIARTY,"Comedy, Mystery",,117,2022
Yami Shibai 10,"Horror, Supernatural",57.0,2473,2022
SPY×FAMILY Part 2,"Action, Comedy, Slice of Life, Supernatural",82.0,251753,2022
Yu☆Gi☆Oh! Go Rush!!,"Action, Fantasy, Sci-Fi",50.0,2230,2022
Dr. STONE: Ryuusui,"Action, Adventure, Comedy, Sci-Fi",81.0,85526,2022
"Komi-san wa, Komyushou desu. 2","Comedy, Romance, Slice of Life",79.0,131437,2022
Muv-Luv Alternative 2nd Season,"Action, Drama, Mecha, Sci-Fi",63.0,5155,2022
Yamitsuki Mura / Melty Limit The Animation,Hentai,61.0,1779,2022
Odd Taxi: In the Woods,"Drama, Mystery, Psychological, Thriller",65.0,16673,2022
Sasaki to Miyano: Koi ni Kizuku Mae no Chottoshita Hanashi.,"Comedy, Romance, Slice of Life",76.0,11423,2022
Poputepipikku 2,Comedy,74.0,14920,2022
Kaginado Season 2,Comedy,72.0,3947,2022
Princess Principal: Crown Handler - Chapter 2: Revealing Reviews,,66.0,2071,2022
Kyoukai Senki Part 2,"Fantasy, Mecha, Sci-Fi",61.0,3942,2022
Lycoris Recoil,"Action, Slice of Life",81.0,158549,2022
Urusei Yatsura (2022),"Comedy, Romance, Sci-Fi, Supernatural",72.0,61186,2022
Inkou Kyoushi no Saimin Seikatsu Shidouroku,Hentai,60.0,1537,2022
Estab-Life: Great Escape,"Action, Sci-Fi",61.0,4004,2022
Teiko Penguin,Slice of Life,,187,2022
Ohiru no Shocker-san,Comedy,,95,2022
BABY-HAMITANG,,,204,2022
Teppen!!!!!!!!!!!!!!!,"Comedy, Slice of Life",63.0,7773,2022
Jongtama PONG☆,Comedy,58.0,3714,2022
PLUTO,"Action, Mecha, Mystery, Psychological, Sci-Fi",84.0,70379,2023
Collar×Malice: deep cover,"Mystery, Romance, Thriller",51.0,5226,2023
Kimitachi wa Dou Ikiru ka,"Adventure, Drama, Fantasy, Supernatural",77.0,43465,2023
Tate no Yuusha no Nariagari Season 3,"Action, Adventure, Fantasy",71.0,107339,2023
Amrita no Kyouen,"Fantasy, Horror, Mystery",47.0,3687,2023
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,"Action, Adventure, Comedy, Fantasy, Slice of Life",71.0,67194,2023
The IDOLM@STER Million Live!,Music,68.0,4794,2023
Hikari no Ou,"Action, Adventure, Drama, Fantasy, Mystery",61.0,16822,2023
B-PROJECT: Netsuretsu*Love Call,Music,56.0,1509,2023
Kyokou Suiri Season 2,"Comedy, Mystery, Romance, Supernatural",73.0,45430,2023
Rail Romanesque 2,"Sci-Fi, Slice of Life",51.0,2371,2023
Kuma Kuma Kuma Bear Punch!,"Adventure, Comedy, Fantasy, Slice of Life",72.0,23554,2023
Argonavis AXIA,Music,,1465,2023
"Yahari Ore no Seishun Love Come wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.","Comedy, Drama, Romance, Slice of Life",77.0,33712,2023
Niehime to Kemono no Ou,"Drama, Fantasy, Romance",77.0,23709,2023
Jigokuraku,"Action, Adventure, Mystery, Supernatural",80.0,232773,2023
Goblin Slayer II,"Action, Adventure, Fantasy",71.0,89674,2023
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II","Action, Fantasy",69.0,105064,2023
Kitarou Tanjou: Gegege no Nazo,"Horror, Supernatural",74.0,3806,2023
The Legend of Heroes: Sen no Kiseki - Northern War,"Action, Adventure, Fantasy",52.0,13141,2023
Akuma-kun (ONA),"Adventure, Fantasy, Horror, Supernatural",67.0,6815,2023
Dr. STONE: NEW WORLD,"Action, Adventure, Comedy, Sci-Fi",81.0,144784,2023
Black Clover: Mahou Tei no Ken,"Action, Adventure, Comedy, Fantasy",80.0,74520,2023
Liar Liar,"Psychological, Romance",62.0,50046,2023
Girls und Panzer: Saishuushou 4,"Action, Sports",82.0,6522,2023
Stand My Heroes: WARMTH OF MEMORIES,"Action, Drama, Mystery, Psychological",53.0,817,2023
Mahou Shoujo Magical Destroyers,"Action, Comedy, Ecchi, Mahou Shoujo",60.0,29654,2023
Kamitachi ni Hirowareta Otoko 2,"Adventure, Fantasy, Slice of Life",68.0,32879,2023
Osomatsu-san: Tamashii no Takoyaki Party to Densetsu no Otomari-kai,"Comedy, Slice of Life",62.0,876,2023
MAKE MY DAY,"Horror, Sci-Fi, Thriller",51.0,2201,2023
HIGH CARD,"Action, Fantasy",71.0,40123,2023
Alice to Therese no Maboroshi Koujou,"Drama, Fantasy, Romance, Supernatural",71.0,41106,2023
VINLAND SAGA SEASON 2,"Action, Adventure, Drama",88.0,187376,2023
Mou Ippon!,"Slice of Life, Sports",68.0,8744,2023
Toutotsu ni Egypt Shin 2,"Comedy, Fantasy, Slice of Life, Supernatural",63.0,1260,2023
Digimon Adventure 02 THE BEGINNING,"Action, Adventure, Drama, Fantasy, Sci-Fi",66.0,3760,2023
Princess Principal: Crown Handler - Chapter 3,"Action, Adventure, Mystery, Sci-Fi",77.0,5459,2023
Kyouki Sanmyaku: Naked Peak - Pilot Film,"Adventure, Sports",63.0,1113,2023
Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,"Action, Adventure, Fantasy",62.0,49678,2023
Shuumatsu no Valkyrie II,"Action, Drama, Fantasy, Supernatural",75.0,41551,2023
Under Ninja,"Action, Comedy",66.0,20610,2023
Cardfight!! Vanguard: will+Dress Season 2,"Action, Adventure",63.0,1643,2023
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta… Movie,"Comedy, Fantasy, Romance, Slice of Life",69.0,16061,2023
Shinigami Bocchan to Kuro Maid 2nd Season,"Comedy, Drama, Romance, Supernatural",76.0,24474,2023
Eiyuu Kyoushitsu,"Action, Fantasy, Slice of Life",60.0,40656,2023
Sugar Apple Fairy Tale,"Adventure, Fantasy, Romance",73.0,37616,2023
Rakudai Majo: Fuuka to Yami no Majo,"Adventure, Fantasy",59.0,2434,2023
BLUE GIANT,"Drama, Music",83.0,16764,2023
Seiken Gakuin no Maken Tsukai,"Fantasy, Romance",61.0,42258,2023
"Ijiranaide, Nagatoro-san 2nd Attack","Comedy, Romance, Slice of Life",74.0,78106,2023
Isekai Shoukan wa Nidome desu,"Adventure, Comedy, Fantasy",55.0,48079,2023
TECHNOROID: OVERMIND,"Music, Sci-Fi",59.0,5436,2023
Tonikaku Kawaii Season 2,"Comedy, Romance, Slice of Life",76.0,67924,2023
Bungou Stray Dogs 4th Season,"Action, Comedy, Mystery, Supernatural",84.0,84268,2023
Mononogatari,"Action, Supernatural",69.0,21330,2023
Skip to Loafer,"Comedy, Romance, Slice of Life",81.0,95990,2023
"Eiyuu-ou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀","Action, Adventure, Comedy, Fantasy",65.0,45707,2023
Yaneura no Rudger,Fantasy,68.0,4730,2023
Nanatsu no Maken ga Shihai Suru,"Action, Fantasy",65.0,52696,2023
Buta no Liver wa Kanetsu Shiro,"Comedy, Fantasy",57.0,14072,2023
Migi to Dali,"Drama, Mystery, Slice of Life",75.0,24119,2023
GRIDMAN UNIVERSE,"Action, Mecha, Romance, Sci-Fi",81.0,14469,2023
Ayakashi Triangle,"Action, Comedy, Ecchi, Romance, Supernatural",62.0,26040,2023
Tokyo Revengers: Seiya Kessen-hen,"Action, Drama, Romance, Supernatural",76.0,110272,2023
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),"Action, Drama, Romance",75.0,45125,2023
Kyuuketsuki Sugu Shinu 2,"Comedy, Supernatural",73.0,9933,2023
Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,"Comedy, Fantasy, Romance",70.0,28662,2023
Saihate no Paladin: Tetsusabi no Yama no Ou,"Action, Adventure, Fantasy, Mystery, Psychological",73.0,34600,2023
Soukyuu no Fafner: BEHIND THE LINE,"Drama, Mecha, Sci-Fi",63.0,1088,2023
MF Ghost,"Sci-Fi, Sports",74.0,23977,2023
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,"Romance, Slice of Life",77.0,102215,2023
Kimi wa Houkago Insomnia,"Romance, Slice of Life",79.0,76459,2023
Choujigen Game Neptune THE ANIMATION: Hidamari no Little Purple,"Action, Comedy, Sci-Fi, Supernatural",66.0,1782,2023
"Benriya Saitou-san, Isekai ni Iku","Adventure, Comedy, Fantasy, Slice of Life",73.0,50595,2023
Ooyukiumi no Kaina,"Drama, Fantasy",64.0,16199,2023
Alice Gear Aegis Expansion,"Mecha, Sci-Fi",52.0,4015,2023
Saikyou Onmyouji no Isekai Tenseiki,"Action, Adventure, Fantasy, Romance, Supernatural",70.0,67048,2023
EDENS ZERO 2nd Season,"Action, Adventure, Comedy, Fantasy, Sci-Fi",72.0,23225,2023
Zenryoku Usagi (2023),Comedy,,82,2023
Jujutsu Kaisen 2nd Season,"Action, Drama, Supernatural",87.0,325175,2023
Kimetsu no Yaiba: Katanakaji no Sato-hen,"Action, Adventure, Drama, Fantasy, Supernatural",81.0,259709,2023
Helck,"Action, Adventure, Comedy, Drama, Fantasy",71.0,34098,2023
NieR:Automata Ver1.1a,"Action, Drama, Fantasy, Psychological, Sci-Fi",73.0,95058,2023
Mushoku Tensei II: Isekai Ittara Honki Dasu,"Adventure, Drama, Ecchi, Fantasy",82.0,176796,2023
Seijo no Maryoku wa Bannou desu Season 2,"Fantasy, Romance, Slice of Life",74.0,25435,2023
Isekai One Turn Kill Nee-san: Ane Douhan no Isekai Seikatsu Hajimemashita,"Comedy, Fantasy, Romance",60.0,32151,2023
Spy Kyoushitsu,"Action, Comedy, Drama, Mystery",61.0,54390,2023
Inu ni Nattara Suki na Hito ni Hirowareta.,"Comedy, Ecchi, Romance, Supernatural",46.0,36939,2023
FLCL: Grunge,"Action, Comedy, Mecha, Sci-Fi",44.0,9501,2023
FLCL: Shoegaze,"Action, Comedy, Mecha, Sci-Fi",58.0,7185,2023
Ragna Crimson,"Action, Adventure, Fantasy, Mystery",74.0,70819,2023
Kengan Ashura Season 2,"Action, Sports",76.0,12262,2023
Hanma Baki Season 2,"Action, Sports",79.0,29235,2023
Opus.COLORs,Sci-Fi,48.0,2600,2023
Sasaki to Miyano: Sotsugyou-hen,"Comedy, Romance, Slice of Life",82.0,18085,2023
Lv1 Maou to One Room Yuusha,"Action, Adventure, Comedy, Ecchi, Fantasy",70.0,23875,2023
Isekai Nonbiri Nouka,"Fantasy, Slice of Life",74.0,65883,2023
Masamune-kun no Revenge R,"Comedy, Romance, Slice of Life",72.0,60196,2023
Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"Action, Comedy, Fantasy, Romance",54.0,31462,2023
THE iDOLM@STER Cinderella Girls: U149,"Comedy, Drama, Music, Slice of Life",76.0,7256,2023
Shingeki no Kyojin: The Final Season - Kanketsu-hen Zenpen,"Action, Drama, Fantasy, Mystery, Psychological",87.0,172720,2023
Watashi no Shiawase na Kekkon,"Drama, Romance, Supernatural",77.0,98604,2023
City Hunter: Angel Dust,"Action, Comedy, Drama",70.0,2206,2023
D4DJ All Mix,"Music, Slice of Life",73.0,6002,2023
Ao no Orchestra,"Drama, Music",69.0,19170,2023
Isekai wa Smartphone to Tomo ni. 2,"Adventure, Comedy, Fantasy, Romance",62.0,42634,2023
Maid Kyouiku.: Botsuraku Kizoku Rurikawa Tsubaki - THE ANIMATION,Hentai,67.0,2097,2023
ULTRAMAN FINAL,"Action, Drama, Sci-Fi",68.0,1698,2023
Onii-chan wa Oshimai!,"Comedy, Ecchi, Slice of Life",75.0,54134,2023
Kaminaki Sekai no Kamisama Katsudou,"Action, Comedy, Drama, Ecchi, Fantasy",66.0,61333,2023
Otonari ni Ginga,"Comedy, Romance",70.0,46556,2023
Yuusha ga Shinda!,"Action, Adventure, Comedy, Ecchi, Fantasy",63.0,41342,2023
Hyouken no Majutsushi ga Sekai wo Suberu,"Action, Adventure, Fantasy",63.0,53251,2023
Bishoujo Senshi Sailor Moon: Cosmos - Zenpen,"Action, Adventure, Drama, Fantasy, Mahou Shoujo, Romance",76.0,4865,2023
Uma Musume: Pretty Derby - ROAD TO THE TOP,"Drama, Slice of Life, Sports",80.0,8677,2023
Level 1 dakedo Unique Skill de Saikyou desu,"Adventure, Fantasy",61.0,37135,2023
Nanatsu no Taizai: Mokushiroku no Yonkishi,"Action, Adventure, Fantasy",72.0,21337,2023
Kubo-san wa Mob wo Yurusanai,"Comedy, Romance, Slice of Life",75.0,67883,2023
Watashi no Yuri wa Oshigoto desu!,"Comedy, Drama, Romance",64.0,20956,2023
Dekiru Neko wa Kyou mo Yuuutsu,"Comedy, Fantasy, Slice of Life",75.0,31112,2023
Kono Subarashii Sekai ni Bakuen wo!,"Adventure, Comedy, Fantasy",74.0,93718,2023
Paradox Live THE ANIMATION,"Drama, Music, Sci-Fi",66.0,12424,2023
Boku to Roboco,"Comedy, Slice of Life",62.0,3258,2023
Tokubetsu-hen Hibike! Euphonium: Ensemble Contest,"Drama, Music, Slice of Life",79.0,14139,2023
Itou Junji: Maniac,"Drama, Horror, Mystery, Psychological, Supernatural, Thriller",66.0,21260,2023
[Oshi no Ko],"Drama, Mystery, Psychological, Supernatural",85.0,234541,2023
Edomae Elf,"Comedy, Slice of Life, Supernatural",70.0,21317,2023
Cardfight!! Vanguard: will+Dress Season 3,"Action, Adventure",61.0,1218,2023
Shiro Seijo to Kuro Bokushi,"Comedy, Fantasy, Romance, Slice of Life",72.0,27750,2023
TRIGUN STAMPEDE,"Action, Drama, Sci-Fi",78.0,65230,2023
My Home Hero,"Action, Drama, Psychological, Thriller",68.0,40999,2023
Koori Zokusei Danshi to Cool na Douryou Joshi,"Comedy, Romance, Slice of Life, Supernatural",72.0,69259,2023
Kin no Kuni Mizu no Kuni,"Adventure, Fantasy, Romance",71.0,5283,2023
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,"Comedy, Psychological, Romance, Slice of Life",87.0,104017,2023
Genjitsu no Yohane: SUNSHINE in the MIRROR,"Fantasy, Music, Slice of Life",68.0,15341,2023
BIRDIE WING: Golf Girls' Story Season 2,"Drama, Sports",75.0,11866,2023
Nokemono-tachi no Yoru,"Drama, Fantasy, Romance",63.0,13765,2023
MASHLE,"Action, Comedy, Fantasy",76.0,194160,2023
Tomo-chan wa Onnanoko!,"Comedy, Romance, Slice of Life",77.0,120772,2023
Kanojo ga Koushaku-tei ni Itta Riyuu,"Comedy, Fantasy, Mystery, Romance",74.0,48464,2023
Doraemon: Nobita to Sora no Utopia,"Adventure, Comedy, Sci-Fi",73.0,1356,2023
Shangri-La Frontier,"Action, Adventure, Comedy, Fantasy, Sci-Fi",80.0,108036,2023
Hirano to Kagiura,"Comedy, Romance, Slice of Life",76.0,8005,2023
Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,"Fantasy, Romance, Slice of Life",69.0,44275,2023
Imouto wa GAL Kawaii,"Comedy, Hentai",63.0,2375,2023
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,"Comedy, Fantasy, Slice of Life",68.0,30215,2023
Dark Gathering,"Adventure, Horror, Supernatural",75.0,47707,2023
Bonyuu-chan wa Dashitai.,Hentai,68.0,1785,2023
Boku no Kokoro no Yabai Yatsu,"Comedy, Romance, Slice of Life",81.0,100866,2023
Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,"Action, Comedy, Fantasy, Romance",66.0,55002,2023
Okashi na Tensei,"Action, Fantasy, Slice of Life",66.0,26625,2023
"MIX: MEISEI STORY 2ND SEASON  - Nidome no Natsu, Sora no Mukou e","Comedy, Drama, Romance, Slice of Life, Sports",69.0,2446,2023
Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,"Adventure, Comedy, Fantasy",63.0,46039,2023
Ousama Ranking: Yuuki no Takarabako,"Action, Adventure, Drama, Fantasy",73.0,42471,2023
Aoharu Snatch,Hentai,53.0,923,2023
Tensei Oujo to Tensai Reijou no Mahou Kakumei,"Fantasy, Romance",75.0,64992,2023
Mark Your Kiss The Animation,Hentai,45.0,467,2023
PSYCHO-PASS PROVIDENCE,"Action, Psychological, Sci-Fi, Thriller",76.0,15270,2023
Tsurune: Tsunagari no Issha,"Drama, Slice of Life, Sports",81.0,15482,2023
"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta","Action, Adventure, Fantasy, Romance",63.0,98528,2023
Undead Unluck,"Action, Comedy, Sci-Fi, Supernatural",77.0,92177,2023
"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu","Comedy, Fantasy, Romance, Slice of Life",70.0,32647,2023
Mahoutsukai no Yome SEASON 2,"Drama, Fantasy, Romance, Slice of Life, Supernatural",77.0,46866,2023
"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story","Drama, Fantasy, Romance",71.0,24800,2023
"Jitsu wa Ore, Saikyou Deshita?","Comedy, Fantasy, Romance",64.0,55823,2023
Megami no Café Terrace,"Comedy, Ecchi, Romance",71.0,40631,2023
Dekoboko Majo no Oyako Jijou,"Comedy, Fantasy",65.0,17050,2023
"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.",Romance,66.0,54305,2023
OVA Azur Lane: Queen's Orders,"Comedy, Slice of Life",65.0,3074,2023
Sousou no Frieren,"Adventure, Drama, Fantasy",91.0,261933,2023
SYNDUALITY Noir,"Action, Mecha, Sci-Fi",66.0,15465,2023
"Sazanami Soushi ni Shojo wo Sasagu: Saa, Jikkuri Medemashou ka","Hentai, Romance",57.0,1028,2023
Kanojo mo Kanojo Season 2,"Comedy, Ecchi, Romance, Slice of Life",69.0,32173,2023
"Kanojo, Okarishimasu 3rd Season","Comedy, Drama, Romance",69.0,52147,2023
NIJIYON ANIMATION,"Comedy, Music, Slice of Life",68.0,4885,2023
Youjo Shachou R,Comedy,,613,2023
Tokyo Mew Mew New~♡ 2nd Season,"Adventure, Comedy, Fantasy, Mahou Shoujo, Romance, Sci-Fi",65.0,5036,2023
Lupin III VS Cat's Eye,"Action, Adventure, Comedy, Mystery",66.0,2125,2023
Yamada-kun to Lv999 no Koi wo Suru,"Comedy, Drama, Romance",78.0,136671,2023
Fate/strange Fake: Whispers of Dawn,"Action, Adventure, Fantasy, Mystery, Supernatural",81.0,32489,2023
Seishun Buta Yarou wa Odekake Sister no Yume wo Minai,"Drama, Psychological, Supernatural",79.0,48587,2023
UniteUp!,Music,67.0,3908,2023
Gokushufudou Season 2,"Comedy, Slice of Life",75.0,29742,2023
Aggressive Retsuko Season 5,"Comedy, Music, Slice of Life",73.0,9124,2023
Onmyouji,"Mystery, Supernatural",64.0,3005,2023
ONIMUSHA,"Action, Supernatural",63.0,4866,2023
Majutsushi Orphen Hagure Tabi: Urbanrama-hen,"Action, Adventure, Fantasy",60.0,4418,2023
Kawaisugi Crisis,"Comedy, Sci-Fi, Slice of Life",65.0,13922,2023
Ars no Kyojuu,Fantasy,58.0,14942,2023
Kidou Senshi Gundam: Suisei no Majo Season 2,"Action, Mecha, Sci-Fi",78.0,33727,2023
Hataraku Maou-sama!! 2nd Season,"Adventure, Comedy, Fantasy, Romance, Slice of Life",66.0,42359,2023
REVENGER,Action,64.0,27233,2023
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou Yakusai-hen,"Action, Adventure, Comedy, Fantasy, Romance",82.0,69131,2023
KJ File 2nd Season,"Action, Sci-Fi",44.0,454,2023
SHY,"Action, Drama",66.0,27573,2023
EVANGELION:3.0 (-46h),"Action, Mecha, Sci-Fi",71.0,7774,2023
"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi","Adventure, Comedy, Fantasy",70.0,33644,2023
